,ETFPrice,CallPrice,PutPrice,StrikePrice,LocalTime,Type,TransactionArbitrage,Profit
177,1.958,0.0239,0.071,2.0,2016-Feb-16 09:31:31.359553,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,13.81572814093218
178,1.958,0.0239,0.071,2.0,2016-Feb-16 09:31:31.359553,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,17.11572814093218
179,1.958,0.0239,0.071,2.0,2016-Feb-16 09:31:31.359600,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,13.81572814093218
180,1.958,0.0239,0.071,2.0,2016-Feb-16 09:31:31.359600,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,17.11572814093218
181,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:31.868921,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.815728140932113
182,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:31.868921,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.115728140932113
183,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:31.868939,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.815728140932113
184,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:31.868939,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.115728140932113
185,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:32.349281,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.815728140932113
186,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:32.349281,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.115728140932113
187,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:32.895106,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.815728140932113
188,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:32.895106,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.115728140932113
189,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:32.895158,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.815728140932113
190,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:32.895158,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.115728140932113
191,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:33.297414,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.815728140932113
192,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:33.297414,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.115728140932113
193,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:33.807360,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.815728140932113
194,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:33.807360,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.115728140932113
195,1.958,0.1555,0.0035,1.8,2016-Feb-16 09:31:33.807449,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,6.568384398531161
196,1.958,0.1555,0.0035,1.8,2016-Feb-16 09:31:33.807449,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,9.86838439853116
197,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:34.851582,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.815728140932113
198,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:34.851582,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.115728140932113
199,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:34.851631,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.815728140932113
200,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:34.851631,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.115728140932113
201,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:35.327082,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.815728140932113
202,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:35.327082,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.115728140932113
203,1.958,0.1555,0.0035,1.8,2016-Feb-16 09:31:36.326757,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,6.568384398531161
204,1.958,0.1555,0.0035,1.8,2016-Feb-16 09:31:36.326757,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,9.86838439853116
205,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:38.362492,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.815728140932113
206,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:38.362492,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.115728140932113
207,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:38.362522,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.815728140932113
208,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:38.362522,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.115728140932113
209,1.958,0.1555,0.0035,1.8,2016-Feb-16 09:31:38.363306,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,6.568384398531161
210,1.958,0.1555,0.0035,1.8,2016-Feb-16 09:31:38.363306,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,9.86838439853116
211,1.958,0.1555,0.0035,1.8,2016-Feb-16 09:31:38.363350,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,6.568384398531161
212,1.958,0.1555,0.0035,1.8,2016-Feb-16 09:31:38.363350,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,9.86838439853116
213,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:39.932425,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.815728140932113
214,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:39.932425,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.115728140932113
215,1.958,0.1547,0.0035,1.8,2016-Feb-16 09:31:39.932653,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,1.8683843985312087
216,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:40.836692,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.815728140932113
217,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:40.836692,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.115728140932113
218,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:41.303230,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.815728140932113
219,1.958,0.0227,0.071,2.0,2016-Feb-16 09:31:41.303230,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.115728140932113
220,1.958,0.1547,0.0035,1.8,2016-Feb-16 09:31:41.303420,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,1.8683843985312087
221,1.958,0.1547,0.0035,1.8,2016-Feb-16 09:31:41.807680,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,1.8683843985312087
222,1.958,0.1547,0.0034,1.8,2016-Feb-16 09:31:42.317559,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,2.868384398531376
223,1.958,0.1547,0.0034,1.8,2016-Feb-16 09:31:42.827148,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,2.868384398531376
224,1.958,0.1547,0.0034,1.8,2016-Feb-16 09:31:43.369758,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,2.868384398531376
225,1.958,0.1547,0.0034,1.8,2016-Feb-16 09:31:43.860860,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,2.868384398531376
226,1.958,0.1547,0.0034,1.8,2016-Feb-16 09:31:43.860877,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,2.868384398531376
227,1.958,0.1547,0.0034,1.8,2016-Feb-16 09:31:45.510451,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,2.868384398531376
228,1.958,0.1547,0.0034,1.8,2016-Feb-16 09:31:47.922682,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,2.868384398531376
229,1.958,0.1547,0.0034,1.8,2016-Feb-16 09:31:47.922704,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,2.868384398531376
230,1.958,0.1547,0.0034,1.8,2016-Feb-16 09:31:48.429750,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,2.868384398531376
231,1.958,0.1547,0.0034,1.8,2016-Feb-16 09:31:48.429764,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,2.868384398531376
232,1.959,0.0237,0.0692,2.0,2016-Feb-16 09:31:50.383507,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,19.859467819541116
233,1.959,0.0237,0.0692,2.0,2016-Feb-16 09:31:50.383507,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,23.159467819541117
234,1.959,0.0227,0.0692,2.0,2016-Feb-16 09:31:50.872060,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,9.85946781954111
235,1.959,0.0227,0.0692,2.0,2016-Feb-16 09:31:50.872060,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,13.15946781954111
236,1.959,0.0709,0.0188,1.9,2016-Feb-16 09:31:50.872156,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,0.03579594833852395
237,1.959,0.0709,0.0188,1.9,2016-Feb-16 09:31:51.386266,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,0.03579594833852395
238,1.956,0.0059,0.156,2.1,2016-Feb-16 09:31:54.839522,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,2.851920654916543
239,1.956,0.0059,0.156,2.1,2016-Feb-16 09:31:54.839522,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,6.151920654916543
240,1.956,0.0059,0.156,2.1,2016-Feb-16 09:31:54.839612,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,2.851920654916543
241,1.956,0.0059,0.156,2.1,2016-Feb-16 09:31:54.839612,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,6.151920654916543
242,1.956,0.0108,0.1111,2.05,2016-Feb-16 09:31:54.839669,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.2900847193142138
243,1.956,0.0108,0.1111,2.05,2016-Feb-16 09:31:54.839669,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,4.590084719314214
244,1.956,0.0108,0.1111,2.05,2016-Feb-16 09:31:54.839691,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.2900847193142138
245,1.956,0.0108,0.1111,2.05,2016-Feb-16 09:31:54.839691,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,4.590084719314214
246,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:54.839755,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.728248783714033
247,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:54.839755,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,15.028248783714032
248,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:54.839790,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.728248783714033
249,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:54.839790,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,15.028248783714032
250,1.956,0.0412,0.0419,1.95,2016-Feb-16 09:31:54.839835,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,1.4664128481137877
251,1.956,0.0412,0.0419,1.95,2016-Feb-16 09:31:54.839871,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,1.4664128481137877
252,1.956,0.1072,0.0078,1.85,2016-Feb-16 09:31:54.840051,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,0.042740976913366424
253,1.956,0.1072,0.0078,1.85,2016-Feb-16 09:31:54.840051,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,3.3427409769133662
254,1.956,0.1072,0.0078,1.85,2016-Feb-16 09:31:54.840095,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,0.042740976913366424
255,1.956,0.1072,0.0078,1.85,2016-Feb-16 09:31:54.840095,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,3.3427409769133662
256,1.956,0.1547,0.0034,1.8,2016-Feb-16 09:31:54.840144,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,19.480905041313303
257,1.956,0.1547,0.0034,1.8,2016-Feb-16 09:31:54.840144,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,22.780905041313304
258,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:54.840167,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,18.480905041313136
259,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:54.840167,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,21.780905041313137
260,1.956,0.0059,0.156,2.1,2016-Feb-16 09:31:55.361284,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,2.851920654916543
261,1.956,0.0059,0.156,2.1,2016-Feb-16 09:31:55.361284,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,6.151920654916543
262,1.956,0.0108,0.1111,2.05,2016-Feb-16 09:31:55.361333,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.2900847193142138
263,1.956,0.0108,0.1111,2.05,2016-Feb-16 09:31:55.361333,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,4.590084719314214
264,1.956,0.0108,0.1111,2.05,2016-Feb-16 09:31:55.361351,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.2900847193142138
265,1.956,0.0108,0.1111,2.05,2016-Feb-16 09:31:55.361351,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,4.590084719314214
266,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:55.361379,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.728248783714033
267,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:55.361379,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,15.028248783714032
268,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:55.361408,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.728248783714033
269,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:55.361408,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,15.028248783714032
270,1.956,0.0412,0.0419,1.95,2016-Feb-16 09:31:55.361426,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,1.4664128481137877
271,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:55.361657,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,18.480905041313136
272,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:55.361657,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,21.780905041313137
273,1.956,0.0236,0.072,2.0,2016-Feb-16 09:31:55.860469,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,20.72824878371401
274,1.956,0.0236,0.072,2.0,2016-Feb-16 09:31:55.860469,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,24.028248783714012
275,1.956,0.0236,0.0693,2.0,2016-Feb-16 09:31:55.860499,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,47.72824878371396
276,1.956,0.0236,0.0693,2.0,2016-Feb-16 09:31:55.860499,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,51.028248783713956
277,1.956,0.0412,0.0419,1.95,2016-Feb-16 09:31:55.860645,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,1.4664128481137877
278,1.956,0.1547,0.0027,1.8,2016-Feb-16 09:31:55.860899,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,26.480905041313086
279,1.956,0.1547,0.0027,1.8,2016-Feb-16 09:31:55.860899,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,29.780905041313087
280,1.956,0.0108,0.1111,2.05,2016-Feb-16 09:31:56.343341,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.2900847193142138
281,1.956,0.0108,0.1111,2.05,2016-Feb-16 09:31:56.343341,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,4.590084719314214
282,1.956,0.0236,0.0693,2.0,2016-Feb-16 09:31:56.343373,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,47.72824878371396
283,1.956,0.0236,0.0693,2.0,2016-Feb-16 09:31:56.343373,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,51.028248783713956
284,1.956,0.0236,0.0693,2.0,2016-Feb-16 09:31:56.343551,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,47.72824878371396
285,1.956,0.0236,0.0693,2.0,2016-Feb-16 09:31:56.343551,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,51.028248783713956
286,1.956,0.0412,0.0419,1.95,2016-Feb-16 09:31:56.343590,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,1.4664128481137877
287,1.956,0.0711,0.0202,1.9,2016-Feb-16 09:31:56.343657,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,14.604576912511348
288,1.956,0.0711,0.0202,1.9,2016-Feb-16 09:31:56.343657,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,17.90457691251135
289,1.956,0.0711,0.0202,1.9,2016-Feb-16 09:31:56.343703,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,14.604576912511348
290,1.956,0.0711,0.0202,1.9,2016-Feb-16 09:31:56.343703,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,17.90457691251135
291,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:56.343731,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,18.480905041313136
292,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:56.343731,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,21.780905041313137
293,1.956,0.0227,0.0693,2.0,2016-Feb-16 09:31:56.849370,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,38.72824878371397
294,1.956,0.0227,0.0693,2.0,2016-Feb-16 09:31:56.849370,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,42.02824878371397
295,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:56.849401,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.728248783714033
296,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:56.849401,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,15.028248783714032
297,1.956,0.0412,0.0419,1.95,2016-Feb-16 09:31:56.849449,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,1.4664128481137877
298,1.956,0.0711,0.0202,1.9,2016-Feb-16 09:31:56.849470,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,14.604576912511348
299,1.956,0.0711,0.0202,1.9,2016-Feb-16 09:31:56.849470,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,17.90457691251135
300,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:56.849502,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,18.480905041313136
301,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:56.849502,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,21.780905041313137
302,1.956,0.0412,0.0419,1.95,2016-Feb-16 09:31:57.337806,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,1.4664128481137877
303,1.956,0.1072,0.0078,1.85,2016-Feb-16 09:31:57.337897,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,0.042740976913366424
304,1.956,0.1072,0.0078,1.85,2016-Feb-16 09:31:57.337897,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,3.3427409769133662
305,1.956,0.0711,0.0202,1.9,2016-Feb-16 09:31:57.337994,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,14.604576912511348
306,1.956,0.0711,0.0202,1.9,2016-Feb-16 09:31:57.337994,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,17.90457691251135
307,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:57.338052,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,18.480905041313136
308,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:57.338052,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,21.780905041313137
309,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:57.890513,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.728248783714033
310,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:57.890513,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,15.028248783714032
311,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:57.890534,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.728248783714033
312,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:57.890534,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,15.028248783714032
313,1.956,0.0711,0.0202,1.9,2016-Feb-16 09:31:57.890632,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,14.604576912511348
314,1.956,0.0711,0.0202,1.9,2016-Feb-16 09:31:57.890632,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,17.90457691251135
315,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:57.890660,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,18.480905041313136
316,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:57.890660,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,21.780905041313137
317,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:58.401011,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.728248783714033
318,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:58.401011,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,15.028248783714032
319,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:58.401074,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.728248783714033
320,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:58.401074,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,15.028248783714032
321,1.956,0.0412,0.0419,1.95,2016-Feb-16 09:31:58.401269,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,1.4664128481137877
322,1.956,0.1072,0.0078,1.85,2016-Feb-16 09:31:58.401305,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,0.042740976913366424
323,1.956,0.1072,0.0078,1.85,2016-Feb-16 09:31:58.401305,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,3.3427409769133662
324,1.956,0.155,0.0035,1.8,2016-Feb-16 09:31:58.401420,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,21.480905041313083
325,1.956,0.155,0.0035,1.8,2016-Feb-16 09:31:58.401420,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,24.780905041313083
326,1.956,0.155,0.0035,1.8,2016-Feb-16 09:31:58.401457,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,21.480905041313083
327,1.956,0.155,0.0035,1.8,2016-Feb-16 09:31:58.401457,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,24.780905041313083
328,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:58.885089,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.728248783714033
329,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:58.885089,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,15.028248783714032
330,1.957,0.0227,0.072,2.0,2016-Feb-16 09:31:59.936870,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.7719884623208477
331,1.957,0.0227,0.072,2.0,2016-Feb-16 09:31:59.936870,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.0719884623208475
332,1.957,0.0227,0.072,2.0,2016-Feb-16 09:31:59.936961,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.7719884623208477
333,1.957,0.0227,0.072,2.0,2016-Feb-16 09:31:59.936961,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.0719884623208475
334,1.957,0.155,0.0035,1.8,2016-Feb-16 09:31:59.937279,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.524644719919898
335,1.957,0.155,0.0035,1.8,2016-Feb-16 09:31:59.937279,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,14.824644719919899
336,1.957,0.155,0.0035,1.8,2016-Feb-16 09:31:59.937296,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.524644719919898
337,1.957,0.155,0.0035,1.8,2016-Feb-16 09:31:59.937296,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,14.824644719919899
338,1.957,0.0242,0.072,2.0,2016-Feb-16 09:32:00.430916,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,16.77198846232086
339,1.957,0.0242,0.072,2.0,2016-Feb-16 09:32:00.430916,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,20.07198846232086
340,1.957,0.0242,0.069,2.0,2016-Feb-16 09:32:00.430964,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,46.77198846232075
341,1.957,0.0242,0.069,2.0,2016-Feb-16 09:32:00.430964,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,50.071988462320746
342,1.957,0.155,0.0035,1.8,2016-Feb-16 09:32:00.431274,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.524644719919898
343,1.957,0.155,0.0035,1.8,2016-Feb-16 09:32:00.431274,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,14.824644719919899
344,1.957,0.0227,0.069,2.0,2016-Feb-16 09:32:00.907616,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,31.77198846232073
345,1.957,0.0227,0.069,2.0,2016-Feb-16 09:32:00.907616,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,35.07198846232073
346,1.957,0.0227,0.072,2.0,2016-Feb-16 09:32:00.907632,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.7719884623208477
347,1.957,0.0227,0.072,2.0,2016-Feb-16 09:32:00.907632,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.0719884623208475
348,1.957,0.155,0.0035,1.8,2016-Feb-16 09:32:00.907981,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.524644719919898
349,1.957,0.155,0.0035,1.8,2016-Feb-16 09:32:00.907981,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,14.824644719919899
350,1.957,0.011,0.1102,2.05,2016-Feb-16 09:32:01.414787,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,2.333824397920928
351,1.957,0.011,0.1102,2.05,2016-Feb-16 09:32:01.414787,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.633824397920928
352,1.957,0.0227,0.072,2.0,2016-Feb-16 09:32:01.414834,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,1.7719884623208477
353,1.957,0.0227,0.072,2.0,2016-Feb-16 09:32:01.414834,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.0719884623208475
354,1.957,0.0227,0.071,2.0,2016-Feb-16 09:32:01.414861,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.771988462320856
355,1.957,0.0227,0.071,2.0,2016-Feb-16 09:32:01.414861,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,15.071988462320856
356,1.957,0.155,0.0034,1.8,2016-Feb-16 09:32:01.415180,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,12.524644719920065
357,1.957,0.155,0.0034,1.8,2016-Feb-16 09:32:01.415180,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,15.824644719920066
358,1.957,0.011,0.1102,2.05,2016-Feb-16 09:32:01.934875,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,2.333824397920928
359,1.957,0.011,0.1102,2.05,2016-Feb-16 09:32:01.934875,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,5.633824397920928
360,1.957,0.0227,0.071,2.0,2016-Feb-16 09:32:01.934924,"Put Call Parity, Sell Call Buy Put",With Transaction Fee,11.771988462320856
361,1.957,0.0227,0.071,2.0,2016-Feb-16 09:32:01.934924,"Put Call Parity, Sell Call Buy Put",Without Transaction Fee,15.071988462320856
