,ETFPrice,CallPrice,PutPrice,StrikePrice,LocalTime,Type and Action,Profit
159,1.956,0.0108,0.1111,2.05,2016-Feb-16 09:31:55.361351,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.590084719314214
160,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:55.361379,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.028248783714032
161,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:55.361408,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.028248783714032
162,1.956,0.0412,0.0419,1.95,2016-Feb-16 09:31:55.361426,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",1.4664128481137877
163,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:55.361657,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",21.780905041313137
164,1.956,0.0236,0.072,2.0,2016-Feb-16 09:31:55.860469,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",24.028248783714012
165,1.956,0.0236,0.0693,2.0,2016-Feb-16 09:31:55.860499,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",51.028248783713956
166,1.956,0.0412,0.0419,1.95,2016-Feb-16 09:31:55.860645,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",1.4664128481137877
167,1.956,0.1547,0.0027,1.8,2016-Feb-16 09:31:55.860899,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",29.780905041313087
168,1.956,0.0108,0.1111,2.05,2016-Feb-16 09:31:56.343341,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.590084719314214
169,1.956,0.0236,0.0693,2.0,2016-Feb-16 09:31:56.343373,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",51.028248783713956
170,1.956,0.0236,0.0693,2.0,2016-Feb-16 09:31:56.343551,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",51.028248783713956
171,1.956,0.0412,0.0419,1.95,2016-Feb-16 09:31:56.343590,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",1.4664128481137877
172,1.956,0.0711,0.0202,1.9,2016-Feb-16 09:31:56.343657,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",17.90457691251135
173,1.956,0.0711,0.0202,1.9,2016-Feb-16 09:31:56.343703,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",17.90457691251135
174,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:56.343731,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",21.780905041313137
175,1.956,0.0227,0.0693,2.0,2016-Feb-16 09:31:56.849370,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",42.02824878371397
176,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:56.849401,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.028248783714032
177,1.956,0.0412,0.0419,1.95,2016-Feb-16 09:31:56.849449,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",1.4664128481137877
178,1.956,0.0711,0.0202,1.9,2016-Feb-16 09:31:56.849470,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",17.90457691251135
179,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:56.849502,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",21.780905041313137
180,1.956,0.0412,0.0419,1.95,2016-Feb-16 09:31:57.337806,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",1.4664128481137877
181,1.956,0.1072,0.0078,1.85,2016-Feb-16 09:31:57.337897,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",3.3427409769133662
182,1.956,0.0711,0.0202,1.9,2016-Feb-16 09:31:57.337994,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",17.90457691251135
183,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:57.338052,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",21.780905041313137
184,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:57.890513,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.028248783714032
185,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:57.890534,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.028248783714032
186,1.956,0.0711,0.0202,1.9,2016-Feb-16 09:31:57.890632,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",17.90457691251135
187,1.956,0.1547,0.0035,1.8,2016-Feb-16 09:31:57.890660,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",21.780905041313137
188,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:58.401011,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.028248783714032
189,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:58.401074,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.028248783714032
190,1.956,0.0412,0.0419,1.95,2016-Feb-16 09:31:58.401269,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",1.4664128481137877
191,1.956,0.1072,0.0078,1.85,2016-Feb-16 09:31:58.401305,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",3.3427409769133662
192,1.956,0.155,0.0035,1.8,2016-Feb-16 09:31:58.401420,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",24.780905041313083
193,1.956,0.155,0.0035,1.8,2016-Feb-16 09:31:58.401457,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",24.780905041313083
194,1.956,0.0227,0.072,2.0,2016-Feb-16 09:31:58.885089,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.028248783714032
195,1.957,0.0227,0.072,2.0,2016-Feb-16 09:31:59.936870,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.0719884623208475
196,1.957,0.0227,0.072,2.0,2016-Feb-16 09:31:59.936961,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.0719884623208475
197,1.957,0.155,0.0035,1.8,2016-Feb-16 09:31:59.937279,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.824644719919899
198,1.957,0.155,0.0035,1.8,2016-Feb-16 09:31:59.937296,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.824644719919899
199,1.957,0.0242,0.072,2.0,2016-Feb-16 09:32:00.430916,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",20.07198846232086
200,1.957,0.0242,0.069,2.0,2016-Feb-16 09:32:00.430964,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",50.071988462320746
201,1.957,0.155,0.0035,1.8,2016-Feb-16 09:32:00.431274,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.824644719919899
202,1.957,0.0227,0.069,2.0,2016-Feb-16 09:32:00.907616,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",35.07198846232073
203,1.957,0.0227,0.072,2.0,2016-Feb-16 09:32:00.907632,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.0719884623208475
204,1.957,0.155,0.0035,1.8,2016-Feb-16 09:32:00.907981,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.824644719919899
205,1.957,0.011,0.1102,2.05,2016-Feb-16 09:32:01.414787,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.633824397920928
206,1.957,0.0227,0.072,2.0,2016-Feb-16 09:32:01.414834,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.0719884623208475
207,1.957,0.0227,0.071,2.0,2016-Feb-16 09:32:01.414861,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.071988462320856
208,1.957,0.155,0.0034,1.8,2016-Feb-16 09:32:01.415180,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.824644719920066
209,1.957,0.011,0.1102,2.05,2016-Feb-16 09:32:01.934875,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.633824397920928
210,1.957,0.0227,0.071,2.0,2016-Feb-16 09:32:01.934924,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.071988462320856
211,1.957,0.0227,0.071,2.0,2016-Feb-16 09:32:01.934944,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.071988462320856
212,1.957,0.043,0.0418,1.95,2016-Feb-16 09:32:01.934960,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",10.510152526720592
213,1.957,0.043,0.0406,1.95,2016-Feb-16 09:32:01.934976,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",22.51015252672059
214,1.957,0.155,0.0034,1.8,2016-Feb-16 09:32:01.935212,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.824644719920066
215,1.957,0.011,0.1102,2.05,2016-Feb-16 09:32:02.420938,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.633824397920928
216,1.957,0.0227,0.071,2.0,2016-Feb-16 09:32:02.420956,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.071988462320856
217,1.957,0.0227,0.0709,2.0,2016-Feb-16 09:32:02.420978,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",16.071988462320746
218,1.957,0.0412,0.0406,1.95,2016-Feb-16 09:32:02.420997,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.510152526720629
219,1.957,0.011,0.1102,2.05,2016-Feb-16 09:32:02.969093,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.633824397920928
220,1.957,0.0227,0.0709,2.0,2016-Feb-16 09:32:02.969122,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",16.071988462320746
221,1.957,0.0227,0.071,2.0,2016-Feb-16 09:32:02.969138,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.071988462320856
222,1.957,0.0412,0.0406,1.95,2016-Feb-16 09:32:02.969153,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.510152526720629
223,1.957,0.0412,0.0406,1.95,2016-Feb-16 09:32:02.969191,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.510152526720629
224,1.957,0.011,0.1102,2.05,2016-Feb-16 09:32:03.442554,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.633824397920928
225,1.957,0.0227,0.071,2.0,2016-Feb-16 09:32:03.442582,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.071988462320856
226,1.957,0.0227,0.071,2.0,2016-Feb-16 09:32:03.442607,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.071988462320856
227,1.957,0.0412,0.0406,1.95,2016-Feb-16 09:32:03.442632,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.510152526720629
228,1.957,0.0412,0.0406,1.95,2016-Feb-16 09:32:03.442650,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.510152526720629
229,1.957,0.011,0.1102,2.05,2016-Feb-16 09:32:03.947019,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.633824397920928
230,1.957,0.0242,0.071,2.0,2016-Feb-16 09:32:03.947067,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",30.07198846232087
231,1.957,0.0242,0.0707,2.0,2016-Feb-16 09:32:03.947107,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",33.07198846232082
232,1.957,0.0412,0.0406,1.95,2016-Feb-16 09:32:03.947230,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.510152526720629
233,1.957,0.0412,0.0406,1.95,2016-Feb-16 09:32:03.947264,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.510152526720629
234,1.957,0.155,0.0034,1.8,2016-Feb-16 09:32:03.947475,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.824644719920066
235,1.958,0.0242,0.0707,2.0,2016-Feb-16 09:32:04.994181,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",23.115728140932074
236,1.958,0.0242,0.0707,2.0,2016-Feb-16 09:32:04.994215,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",23.115728140932074
237,1.958,0.155,0.0034,1.8,2016-Feb-16 09:32:04.994400,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.868384398531323
238,1.958,0.0242,0.0707,2.0,2016-Feb-16 09:32:05.378435,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",23.115728140932074
239,1.958,0.0242,0.0707,2.0,2016-Feb-16 09:32:05.378499,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",23.115728140932074
240,1.958,0.155,0.0034,1.8,2016-Feb-16 09:32:05.378649,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.868384398531323
241,1.958,0.0242,0.0707,2.0,2016-Feb-16 09:32:05.898176,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",23.115728140932074
242,1.958,0.155,0.0034,1.8,2016-Feb-16 09:32:05.898471,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.868384398531323
243,1.958,0.155,0.0035,1.8,2016-Feb-16 09:32:05.898499,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.8683843985311555
244,1.958,0.0246,0.0707,2.0,2016-Feb-16 09:32:06.402904,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",27.11572814093205
245,1.958,0.0246,0.0689,2.0,2016-Feb-16 09:32:06.403021,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",45.115728140932006
246,1.958,0.155,0.0035,1.8,2016-Feb-16 09:32:06.403243,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.8683843985311555
247,1.958,0.155,0.0035,1.8,2016-Feb-16 09:32:06.403261,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.8683843985311555
248,1.958,0.0246,0.0689,2.0,2016-Feb-16 09:32:06.903602,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",45.115728140932006
249,1.958,0.0246,0.0689,2.0,2016-Feb-16 09:32:06.903631,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",45.115728140932006
250,1.958,0.0246,0.0689,2.0,2016-Feb-16 09:32:07.386629,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",45.115728140932006
251,1.958,0.0246,0.0689,2.0,2016-Feb-16 09:32:07.386664,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",45.115728140932006
252,1.958,0.155,0.0035,1.8,2016-Feb-16 09:32:07.387005,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.8683843985311555
253,1.958,0.155,0.0035,1.8,2016-Feb-16 09:32:07.387060,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.8683843985311555
254,1.958,0.0246,0.0689,2.0,2016-Feb-16 09:32:07.903756,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",45.115728140932006
255,1.958,0.0246,0.0689,2.0,2016-Feb-16 09:32:07.903789,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",45.115728140932006
256,1.958,0.1108,0.0078,1.85,2016-Feb-16 09:32:07.903904,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",19.43022033413136
257,1.958,0.1108,0.0082,1.85,2016-Feb-16 09:32:07.903923,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.430220334131384
258,1.958,0.155,0.0035,1.8,2016-Feb-16 09:32:07.903948,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.8683843985311555
259,1.958,0.155,0.0034,1.8,2016-Feb-16 09:32:07.903971,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.868384398531323
260,1.958,0.0246,0.0689,2.0,2016-Feb-16 09:32:08.420775,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",45.115728140932006
261,1.958,0.0246,0.071,2.0,2016-Feb-16 09:32:08.420818,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",24.115728140932102
262,1.958,0.1108,0.0082,1.85,2016-Feb-16 09:32:08.420879,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.430220334131384
263,1.958,0.155,0.0034,1.8,2016-Feb-16 09:32:08.421072,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.868384398531323
264,1.958,0.0237,0.071,2.0,2016-Feb-16 09:32:08.933354,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.115728140932122
265,1.958,0.0237,0.071,2.0,2016-Feb-16 09:32:08.933392,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.115728140932122
266,1.958,0.0422,0.0406,1.95,2016-Feb-16 09:32:08.933464,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.553892205331894
267,1.958,0.0422,0.0406,1.95,2016-Feb-16 09:32:08.933507,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",4.553892205331894
268,1.958,0.1108,0.0082,1.85,2016-Feb-16 09:32:08.933751,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.430220334131384
269,1.958,0.155,0.0034,1.8,2016-Feb-16 09:32:08.933808,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.868384398531323
270,1.957,0.011,0.1102,2.05,2016-Feb-16 09:32:09.986978,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.633824397920928
271,1.957,0.011,0.1102,2.05,2016-Feb-16 09:32:09.987024,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.633824397920928
272,1.957,0.0237,0.071,2.0,2016-Feb-16 09:32:09.987076,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",25.071988462320867
273,1.957,0.0237,0.071,2.0,2016-Feb-16 09:32:09.987198,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",25.071988462320867
274,1.957,0.0422,0.0406,1.95,2016-Feb-16 09:32:09.987229,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.510152526720638
275,1.957,0.0422,0.0406,1.95,2016-Feb-16 09:32:09.987252,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.510152526720638
276,1.957,0.155,0.0034,1.8,2016-Feb-16 09:32:09.987372,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.824644719920066
277,1.957,0.155,0.0034,1.8,2016-Feb-16 09:32:09.987419,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.824644719920066
278,1.957,0.011,0.1102,2.05,2016-Feb-16 09:32:10.478828,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.633824397920928
279,1.957,0.0236,0.071,2.0,2016-Feb-16 09:32:10.478856,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",24.07198846232084
280,1.957,0.0236,0.071,2.0,2016-Feb-16 09:32:10.478912,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",24.07198846232084
281,1.957,0.0422,0.0406,1.95,2016-Feb-16 09:32:10.478964,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.510152526720638
282,1.957,0.155,0.0034,1.8,2016-Feb-16 09:32:10.479082,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.824644719920066
283,1.957,0.0233,0.071,2.0,2016-Feb-16 09:32:10.972107,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",21.07198846232089
284,1.957,0.0422,0.0406,1.95,2016-Feb-16 09:32:10.972139,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.510152526720638
285,1.957,0.0233,0.071,2.0,2016-Feb-16 09:32:11.458225,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",21.07198846232089
286,1.957,0.0422,0.0406,1.95,2016-Feb-16 09:32:11.458384,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.510152526720638
287,1.957,0.0422,0.0406,1.95,2016-Feb-16 09:32:11.458407,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.510152526720638
288,1.957,0.0232,0.071,2.0,2016-Feb-16 09:32:11.988734,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",20.07198846232086
289,1.957,0.0422,0.0406,1.95,2016-Feb-16 09:32:11.988758,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.510152526720638
290,1.957,0.155,0.0034,1.8,2016-Feb-16 09:32:11.988808,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.824644719920066
291,1.957,0.155,0.0026,1.8,2016-Feb-16 09:32:11.988823,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",23.82464471992002
292,1.957,0.0232,0.071,2.0,2016-Feb-16 09:32:12.462039,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",20.07198846232086
293,1.957,0.0422,0.0406,1.95,2016-Feb-16 09:32:12.462078,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.510152526720638
294,1.957,0.0422,0.0406,1.95,2016-Feb-16 09:32:12.462106,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.510152526720638
295,1.957,0.155,0.0034,1.8,2016-Feb-16 09:32:12.462219,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.824644719920066
296,1.957,0.0232,0.071,2.0,2016-Feb-16 09:32:12.909630,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",20.07198846232086
297,1.957,0.0422,0.0406,1.95,2016-Feb-16 09:32:12.909664,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.510152526720638
298,1.957,0.155,0.0034,1.8,2016-Feb-16 09:32:12.909807,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.824644719920066
299,1.957,0.0232,0.071,2.0,2016-Feb-16 09:32:13.409386,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",20.07198846232086
300,1.957,0.0422,0.0406,1.95,2016-Feb-16 09:32:13.409402,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.510152526720638
301,1.957,0.155,0.0034,1.8,2016-Feb-16 09:32:13.409461,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.824644719920066
302,1.957,0.011,0.1102,2.05,2016-Feb-16 09:32:13.910516,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.633824397920928
303,1.957,0.011,0.1102,2.05,2016-Feb-16 09:32:13.910666,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",5.633824397920928
304,1.957,0.0241,0.071,2.0,2016-Feb-16 09:32:13.910726,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",29.071988462320842
305,1.957,0.0422,0.0406,1.95,2016-Feb-16 09:32:13.910748,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.510152526720638
306,1.957,0.0422,0.0406,1.95,2016-Feb-16 09:32:13.910813,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",14.510152526720638
307,1.957,0.155,0.0034,1.8,2016-Feb-16 09:32:13.910860,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",15.824644719920066
308,1.959,0.0241,0.071,2.0,2016-Feb-16 09:32:14.938413,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",9.159467819541135
309,1.959,0.0241,0.071,2.0,2016-Feb-16 09:32:15.548289,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",9.159467819541135
310,1.959,0.0241,0.071,2.0,2016-Feb-16 09:32:15.548334,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",9.159467819541135
311,1.959,0.0241,0.071,2.0,2016-Feb-16 09:32:16.055684,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",9.159467819541135
312,1.959,0.0431,0.0406,1.95,2016-Feb-16 09:32:16.055833,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",3.5976318839409105
313,1.959,0.0431,0.0406,1.95,2016-Feb-16 09:32:16.055862,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",3.5976318839409105
314,1.959,0.0241,0.071,2.0,2016-Feb-16 09:32:16.538638,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",9.159467819541135
315,1.959,0.0431,0.0406,1.95,2016-Feb-16 09:32:16.538672,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",3.5976318839409105
316,1.959,0.011,0.1086,2.05,2016-Feb-16 09:32:17.052082,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",1.7213037551412624
317,1.959,0.0241,0.071,2.0,2016-Feb-16 09:32:17.052100,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",9.159467819541135
318,1.959,0.0431,0.0406,1.95,2016-Feb-16 09:32:17.052129,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",3.5976318839409105
319,1.959,0.0241,0.071,2.0,2016-Feb-16 09:32:17.567962,"Put Call Parity, Sell Call and Buy Put and Buy the Stock and Sell Risk Free Bond",9.159467819541135
